T,E,C,target
25,0.6114,0.592618221,0.276856092
49,0.6118,0.477847918,0.290726117
37,0.6128,0.505027096,0.284420815
13,0.6132,0.587930586,0.271197676
37,0.6132,0.517970383,0.284185212
37,0.6133,0.52424648,0.284067453
61,0.6143,0.553161131,0.295178238
37,0.6144,0.584836105,0.282935638
49,0.6147,0.511748381,0.290178393
31,0.6148,0.477007763,0.282129864
25,0.6149,0.546125978,0.277887216
37,0.6151,0.583937069,0.282979253
37,0.6158,0.601524304,0.282664977
31,0.6161,0.492593664,0.281876799
37,0.6164,0.541662027,0.283846361
25,0.6165,0.603449195,0.276837359
49,0.6165,0.478157468,0.290896099
49,0.6169,0.500443521,0.290479623
49,0.6176,0.482415034,0.290854859
37,0.6176,0.50575846,0.284586375
49,0.6178,0.525498972,0.290028253
37,0.6178,0.530998821,0.284105216
37,0.6181,0.450516553,0.285674565
37,0.6191,0.593878277,0.282936559
37,0.6191,0.645441243,0.281938313
37,0.6191,0.555899874,0.283671812
25,0.6194,0.507280864,0.278807734
49,0.6196,0.464544161,0.291275718
43,0.6197,0.690508195,0.283996574
37,0.6199,0.489342321,0.284990302
49,0.6204,0.577919885,0.289110745
25,0.6205,0.544008407,0.278137884
37,0.6207,0.443166689,0.285914204
37,0.6215,0.675901355,0.281438472
37,0.622,0.482055579,0.285209999
25,0.6229,0.552938086,0.278054867
37,0.6233,0.5572489,0.283802949
43,0.6241,0.650051416,0.284944549
49,0.6245,0.494363259,0.290881891
43,0.6246,0.478022857,0.2882937
49,0.6248,0.594836891,0.288947979
31,0.6251,0.547403415,0.281152669
43,0.6253,0.579169334,0.286361739
43,0.6255,0.584138875,0.286273018
37,0.6257,0.528845544,0.28444269
37,0.6258,0.509152779,0.284827682
37,0.6262,0.566250439,0.283737262
37,0.6265,0.518422347,0.284674434
61,0.6267,0.47256655,0.297202803
43,0.6267,0.613742983,0.28574482
37,0.6272,0.567448486,0.283751509
37,0.6278,0.513410345,0.284820139
37,0.6286,0.574807779,0.283661453
37,0.6294,0.490151319,0.285330334
25,0.6297,0.482476188,0.279673594
37,0.6298,0.576530681,0.283673028
37,0.6298,0.543992068,0.284302968
37,0.6302,0.493093261,0.285303332
37,0.6302,0.505144084,0.285070031
37,0.6303,0.474582805,0.285665434
25,0.6311,0.529534991,0.278814965
61,0.6318,0.447457761,0.297879854
37,0.6321,0.484358501,0.285543574
37,0.6321,0.477509604,0.285676167
31,0.6322,0.712552022,0.278221267
49,0.6322,0.606893202,0.288991639
37,0.6324,0.593157041,0.283448494
61,0.6326,0.411725827,0.298601569
61,0.6328,0.526215642,0.296392563
49,0.6328,0.537127224,0.290364756
37,0.6331,0.535084539,0.284598972
37,0.6333,0.614970248,0.283059893
31,0.634,0.603238366,0.280404947
37,0.634,0.610290094,0.283176709
13,0.634,0.709614885,0.269620682
37,0.6353,0.556523741,0.284266286
25,0.6355,0.58207611,0.277962525
37,0.6357,0.562490394,0.284165749
49,0.6357,0.577919885,0.2896836
61,0.6361,0.482109584,0.297370002
37,0.6363,0.607855728,0.283309953
37,0.6366,0.576839242,0.283921657
13,0.6367,0.590504778,0.272027716
25,0.6367,0.587422707,0.277903946
49,0.637,0.492802028,0.291380135
31,0.6374,0.572788939,0.281121742
49,0.638,0.411547519,0.292990643
37,0.6381,0.541121187,0.284669311
49,0.6382,0.610883261,0.289139041
13,0.6385,0.545453738,0.272967287
37,0.639,0.500017016,0.285498775
37,0.6395,0.541349385,0.284717312
49,0.6395,0.534294049,0.290670463
37,0.6395,0.607078557,0.283444811
25,0.6395,0.500091482,0.279699492
37,0.6397,0.565441468,0.284258383
49,0.6403,0.510737735,0.291156461
37,0.6405,0.577561387,0.284053698
31,0.6407,0.621249002,0.280307124
61,0.6407,0.494019036,0.297311669
37,0.6408,0.621043697,0.283223123
37,0.6409,0.5363182,0.284867132
31,0.641,0.560079608,0.28150258
25,0.6412,0.516491091,0.279445651
37,0.6413,0.483918437,0.285896555
25,0.6414,0.561005284,0.278591355
37,0.642,0.528242694,0.285064658
49,0.6435,0.47212082,0.292023887
37,0.6438,0.443837377,0.286766118
25,0.644,0.667663649,0.276623824
37,0.6441,0.652220962,0.282743096
37,0.6445,0.48877125,0.285922419
25,0.6447,0.678358026,0.276442992
37,0.645,0.555078195,0.284657453
13,0.6451,0.638208587,0.27141869
37,0.6462,0.534010141,0.285110255
37,0.6471,0.51030168,0.285602943
25,0.6472,0.678344054,0.276536866
13,0.6476,0.631005604,0.271651742
25,0.6478,0.601925136,0.278038783
49,0.6479,0.581206041,0.290076767
37,0.6481,0.517817304,0.285494884
37,0.6481,0.557269167,0.284731105
25,0.6482,0.573687427,0.278600434
37,0.6483,0.477758645,0.286277898
37,0.6484,0.669611173,0.282567424
25,0.6484,0.591166833,0.278269526
25,0.6485,0.580489759,0.278479975
31,0.6486,0.531210578,0.282346033
37,0.6487,0.545606952,0.284979348
37,0.6488,0.602539384,0.283880894
49,0.6489,0.553298343,0.290654495
37,0.6489,0.561639687,0.284676446
49,0.6492,0.541063314,0.290902594
37,0.6494,0.58703263,0.284203566
49,0.6497,0.42606292,0.293147694
25,0.6498,0.453504924,0.280987044
49,0.6501,0.472653874,0.292260681
25,0.6504,0.684380702,0.276539811
49,0.6505,0.513650562,0.291481972
49,0.6505,0.47891872,0.292154372
37,0.6505,0.556158882,0.28484246
37,0.6508,0.592926356,0.284141883
37,0.651,0.535570109,0.285259774
37,0.6512,0.580583701,0.28439581
49,0.6513,0.439340036,0.292950559
25,0.6514,0.689905347,0.276470297
19,0.6522,0.619462092,0.274955733
19,0.6524,0.693987991,0.273520418
37,0.6526,0.510165419,0.285811509
43,0.6527,0.491528818,0.289084334
49,0.6532,0.486328998,0.292112003
25,0.6532,0.593585551,0.278402419
37,0.6533,0.625790729,0.283599241
61,0.6535,0.569125413,0.296336879
37,0.6535,0.503130103,0.285981408
61,0.6536,0.488427216,0.29790292
49,0.6536,0.5385841,0.291115334
49,0.6538,0.471198157,0.292427397
37,0.6538,0.510106349,0.285857582
43,0.654,0.576839242,0.287481419
37,0.6542,0.492672941,0.286210065
37,0.6543,0.496143111,0.286146628
25,0.6546,0.567650779,0.278956928
37,0.6549,0.62709198,0.283633955
61,0.6551,0.530550152,0.297143593
37,0.6551,0.543379479,0.285262097
49,0.6554,0.588360582,0.290219068
49,0.6554,0.436441872,0.293160176
49,0.6554,0.464224817,0.292622305
49,0.6557,0.558109524,0.290815953
49,0.6559,0.498759606,0.291972441
37,0.656,0.485862869,0.286409301
37,0.6562,0.634775426,0.283533879
37,0.6562,0.56485064,0.284887606
37,0.6562,0.502055706,0.2861033
25,0.6564,0.620879444,0.277993829
25,0.6565,0.55609766,0.279251732
37,0.6569,0.588343583,0.284458997
13,0.6571,0.60078502,0.272592499
37,0.6572,0.594727678,0.284346635
37,0.6572,0.552334454,0.285167358
37,0.6573,0.481077411,0.28655062
43,0.6573,0.543968523,0.288241345
49,0.6576,0.589476575,0.290279834
37,0.6578,0.555658995,0.28512546
37,0.6578,0.529250548,0.285636721
37,0.6578,0.552649835,0.285183717
49,0.658,0.456800235,0.292863391
25,0.6582,0.475326429,0.280879093
37,0.6582,0.641926748,0.283470315
37,0.6583,0.519050965,0.285852903
37,0.6585,0.458346277,0.287035619
36,0.6586,0.537382868,0.285024521
61,0.6591,0.479654368,0.298278689
49,0.6591,0.428029088,0.293461579
61,0.6592,0.480565248,0.298264798
37,0.6593,0.485862869,0.286532858
49,0.6593,0.566436423,0.290789536
37,0.6594,0.529796266,0.285686063
61,0.6595,0.494192176,0.298012217
61,0.6598,0.528181625,0.297365422
49,0.66,0.522302299,0.291670171
37,0.6602,0.602895363,0.284300835
37,0.6602,0.564542979,0.285043328
49,0.6608,0.55470491,0.291072817
37,0.6611,0.567510675,0.285019572
61,0.6612,0.569773187,0.296612638
49,0.6612,0.533078211,0.291506481
25,0.6613,0.593435557,0.278708599
31,0.6616,0.589991255,0.281694793
37,0.6619,0.606490837,0.284294878
49,0.6619,0.523904085,0.291710299
37,0.662,0.597092193,0.284480578
37,0.6621,0.525019355,0.285879634
37,0.6621,0.562936735,0.285145563
37,0.6622,0.546634582,0.285464913
31,0.6623,0.683594594,0.279908865
61,0.6625,0.453703988,0.298908382
37,0.6628,0.609986285,0.284260905
25,0.6629,0.551108703,0.279587942
25,0.6631,0.662044149,0.277447748
61,0.6633,0.459338868,0.298829246
49,0.6634,0.480128021,0.292613955
25,0.6635,0.61815831,0.278312344
37,0.6636,0.624359764,0.284012591
37,0.6638,0.5588715,0.285287916
49,0.6638,0.506794184,0.292112682
37,0.6638,0.458573728,0.287229656
49,0.664,0.596020246,0.290392775
19,0.6641,0.568849256,0.276381139
37,0.6642,0.638591331,0.283759536
31,0.6645,0.559448288,0.282394677
25,0.6646,0.457325624,0.28146721
25,0.6649,0.573321203,0.279232797
37,0.665,0.485862869,0.286746274
61,0.6653,0.499276903,0.298130938
61,0.6653,0.532238318,0.297492814
61,0.6655,0.491583565,0.298287368
37,0.6656,0.639292396,0.283798382
37,0.6657,0.620335558,0.284169126
49,0.6658,0.482449106,0.292658879
49,0.666,0.511550924,0.292102963
37,0.666,0.536691023,0.285799696
37,0.6661,0.457540168,0.287335781
25,0.6662,0.609899428,0.278573325
31,0.6663,0.544404545,0.282753315
37,0.6664,0.5733666,0.285104642
37,0.6665,0.526874356,0.286008465
31,0.6665,0.512939271,0.283369963
49,0.6665,0.553716537,0.291305368
25,0.6666,0.682572805,0.277181364
61,0.6667,0.54209573,0.297354395
61,0.667,0.479795491,0.298571744
25,0.6675,0.579438916,0.279211707
61,0.6675,0.479654368,0.298593197
37,0.6678,0.537223702,0.285856778
37,0.6679,0.488616681,0.286801542
37,0.668,0.476852312,0.287033041
49,0.668,0.524288244,0.291931255
31,0.6681,0.50364913,0.283609725
49,0.6682,0.506480169,0.292283503
37,0.6683,0.498426546,0.286626602
37,0.6683,0.587855601,0.284895277
37,0.6688,0.515999968,0.286305105
61,0.6689,0.407881846,0.300035113
61,0.6689,0.47361772,0.298762483
49,0.669,0.561925428,0.29124005
37,0.6692,0.560294152,0.285462558
37,0.6692,0.511321876,0.286410649
49,0.6693,0.443593194,0.293542165
37,0.6693,0.551401428,0.285638463
49,0.6694,0.445988544,0.293499536
49,0.6695,0.429524733,0.293822015
37,0.6696,0.590400367,0.284894685
31,0.6698,0.528673228,0.283188915
37,0.6698,0.432235759,0.287964201
49,0.6701,0.456584795,0.293320604
37,0.6702,0.565583257,0.285397603
37,0.6702,0.571643727,0.285280274
37,0.6704,0.569765396,0.285324126
37,0.6706,0.635417177,0.284060613
25,0.6706,0.490670346,0.281046313
49,0.6707,0.490092957,0.292694359
61,0.6707,0.451359348,0.299260794
25,0.6707,0.652023091,0.277926309
49,0.6708,0.496498596,0.292574092
61,0.6708,0.521775903,0.297901291
25,0.6709,0.569622419,0.279529053
37,0.671,0.509707592,0.286509295
37,0.6711,0.587959824,0.284998096
37,0.6711,0.480871732,0.287071295
37,0.6711,0.609116872,0.284588501
25,0.6713,0.599605214,0.27896357
37,0.6714,0.465820424,0.287373917
37,0.6714,0.488452491,0.286935766
37,0.6716,0.5363182,0.286016586
25,0.6716,0.474307578,0.281400534
25,0.6716,0.601789715,0.278932512
37,0.6717,0.493211379,0.286854867
49,0.6717,0.551124191,0.291550251
25,0.6718,0.517803277,0.280565956
37,0.672,0.567916832,0.285419821
25,0.672,0.563393212,0.279690835
43,0.672,0.51854663,0.289283896
25,0.6722,0.546125978,0.280032612
37,0.6724,0.577147802,0.285256088
37,0.6726,0.666663472,0.283530575
61,0.6726,0.541972096,0.297577693
37,0.6727,0.457540168,0.287582894
31,0.6728,0.535468145,0.283169691
37,0.673,0.5677683,0.285460138
37,0.6732,0.612492233,0.284601782
61,0.6732,0.589561535,0.296678838
19,0.6733,0.670937294,0.274749201
13,0.6733,0.567111158,0.273850968
43,0.6734,0.670644891,0.28639173
37,0.6734,0.595488449,0.284938459
37,0.6735,0.503735146,0.286718524
19,0.6735,0.611727008,0.275902986
61,0.6735,0.444132473,0.299505541
37,0.6736,0.607078557,0.284721566
49,0.6739,0.494140009,0.292735822
37,0.674,0.513424317,0.286549665
25,0.674,0.500071458,0.280991611
49,0.6741,0.565840291,0.291355211
37,0.6742,0.593168527,0.285013325
25,0.6742,0.663552711,0.277834143
49,0.6743,0.580627298,0.291076426
25,0.6744,0.532838634,0.280372223
13,0.6745,0.570304902,0.273834068
37,0.6745,0.511784535,0.286600132
61,0.6746,0.479645557,0.298859202
25,0.6746,0.550383544,0.280040047
49,0.6748,0.539733862,0.291886834
37,0.6749,0.543968523,0.285992034
25,0.675,0.648250521,0.278160343
37,0.675,0.518304459,0.286492628
37,0.6752,0.458165112,0.287664399
37,0.6752,0.528339717,0.286305836
49,0.6753,0.54035122,0.291893603
37,0.6754,0.5158448,0.286555223
37,0.6754,0.611994912,0.284693781
25,0.6757,0.620248701,0.27872866
37,0.6757,0.551400137,0.285878113
37,0.6758,0.532879905,0.286240404
37,0.6759,0.528339717,0.286332045
37,0.676,0.477758645,0.287315027
37,0.676,0.481605303,0.287240556
61,0.6761,0.530650539,0.297927921
61,0.6762,0.538678504,0.297776245
49,0.6762,0.57467126,0.291262873
37,0.6763,0.548578697,0.2859552
37,0.6763,0.53944712,0.286131985
37,0.6764,0.524082151,0.286433192
37,0.6766,0.656046692,0.283885879
37,0.6766,0.616560102,0.28465033
25,0.6768,0.657135796,0.278055721
13,0.677,0.659107012,0.272208485
37,0.6775,0.527515234,0.286407914
49,0.6775,0.558448624,0.291625613
49,0.6776,0.464003321,0.293457794
37,0.6777,0.620670456,0.28461194
37,0.6777,0.560527584,0.285776291
61,0.6778,0.480789296,0.298956872
25,0.6779,0.640179797,0.27842517
49,0.678,0.497227922,0.292829551
37,0.678,0.523554259,0.286503318
37,0.6781,0.584138875,0.285334159
19,0.6781,0.655062236,0.275236257
37,0.6781,0.485862869,0.287236758
37,0.6782,0.563187908,0.285743509
37,0.6782,0.533205113,0.286323968
37,0.6782,0.524082151,0.286500586
37,0.6783,0.61141617,0.284813566
49,0.6783,0.483901445,0.293098781
49,0.6783,0.566102211,0.291507394
25,0.6784,0.508492393,0.280993326
49,0.6786,0.560162112,0.291633626
37,0.6786,0.528097546,0.286437826
25,0.6786,0.553475843,0.280129946
25,0.6788,0.518186938,0.280820619
25,0.6788,0.535468145,0.280486059
31,0.6789,0.568755889,0.282753642
25,0.6789,0.621314599,0.278827837
31,0.679,0.539312564,0.283327401
25,0.679,0.625453862,0.278751446
25,0.6791,0.555713999,0.280105337
37,0.6791,0.605129488,0.284965227
49,0.6794,0.563321686,0.29160241
37,0.6795,0.569223475,0.285675335
37,0.6795,0.624092256,0.284613089
61,0.6797,0.499931631,0.29865742
49,0.6797,0.479793946,0.293230719
49,0.6797,0.605569097,0.290795743
49,0.6797,0.53136725,0.292232273
61,0.6799,0.474104875,0.299164908
49,0.68,0.465290106,0.293522742
37,0.68,0.641439852,0.284295965
37,0.68,0.581257084,0.285461088
37,0.6801,0.576530681,0.285556335
31,0.6803,0.539861131,0.283365455
25,0.6803,0.561570516,0.280036886
37,0.6804,0.618778092,0.284749668
49,0.6805,0.467007887,0.293508207
49,0.6806,0.482934116,0.293203623
49,0.6808,0.485830594,0.293155037
25,0.6808,0.648250521,0.278377503
61,0.681,0.529416877,0.298135267
49,0.681,0.595743849,0.291034632
37,0.6811,0.466053053,0.287732595
37,0.6812,0.541513714,0.28627544
25,0.6813,0.614887147,0.279042131
37,0.6815,0.625122963,0.284668018
25,0.6816,0.649384709,0.278385499
61,0.6816,0.49959947,0.29873499
13,0.6817,0.685375924,0.2718759
25,0.6819,0.507906696,0.281135711
37,0.6819,0.575659122,0.285640602
25,0.6822,0.480390104,0.281679657
37,0.6823,0.56157159,0.28592831
13,0.6823,0.67471275,0.272104802
37,0.6823,0.565707733,0.285848235
37,0.6824,0.633652706,0.284536582
49,0.6825,0.589928539,0.291203377
37,0.6825,0.475512304,0.287601885
37,0.6825,0.636359048,0.284487932
37,0.6825,0.547503045,0.286208162
37,0.6826,0.597376122,0.285246376
37,0.6826,0.497292012,0.287183979
49,0.6827,0.529970993,0.292371628
25,0.6827,0.480254683,0.281701
25,0.6828,0.45871591,0.282121729
43,0.6828,0.463270948,0.290758388
37,0.683,0.451406587,0.288087286
49,0.6831,0.48991502,0.293162079
37,0.6832,0.586181535,0.285485565
37,0.6834,0.532657575,0.286529264
25,0.6835,0.576365294,0.279870276
19,0.6835,0.622149299,0.276075628
25,0.6835,0.519921536,0.280963013
37,0.6836,0.571318519,0.285788286
19,0.6838,0.607772013,0.276365201
37,0.6838,0.551277376,0.286183766
31,0.6839,0.582226965,0.282680053
61,0.6841,0.541753751,0.298012497
37,0.6841,0.564771178,0.285933762
37,0.6842,0.496143111,0.287266128
49,0.6843,0.51062674,0.292806035
37,0.6846,0.595488449,0.285357804
49,0.6846,0.446722114,0.294054445
19,0.6847,0.561140447,0.277301674
37,0.6848,0.558445932,0.286082426
49,0.6848,0.468560636,0.293639145
37,0.6849,0.49906991,0.287235675
13,0.6849,0.517517317,0.275245414
49,0.685,0.467863254,0.293660134
19,0.6851,0.543719513,0.277653915
49,0.6851,0.542678198,0.292215479
25,0.6851,0.624277098,0.279002621
37,0.6851,0.569451674,0.28588059
61,0.6853,0.552370532,0.297851888
37,0.6854,0.426391841,0.288661425
25,0.6855,0.578376896,0.279906214
49,0.6855,0.59090754,0.291296748
31,0.6855,0.543726298,0.283485322
49,0.6856,0.496185955,0.293134278
25,0.6858,0.56443518,0.280187355
37,0.6859,0.514691396,0.286970688
31,0.6859,0.580871792,0.282781171
37,0.6859,0.58565349,0.28559688
61,0.686,0.478511834,0.299307984
49,0.686,0.54355259,0.292232249
49,0.6861,0.510930974,0.292867539
25,0.6861,0.560663786,0.280271601
37,0.6861,0.531971452,0.286643639
37,0.6861,0.609565813,0.285141432
19,0.6861,0.595404734,0.276690744
37,0.6862,0.596747747,0.28539333
49,0.6862,0.481005179,0.293450639
37,0.6862,0.532936728,0.286628696
37,0.6862,0.557036094,0.286162138
49,0.6863,0.446722114,0.294118095
37,0.6863,0.598692029,0.285359434
49,0.6863,0.621500042,0.290734438
25,0.6863,0.511538431,0.281230144
37,0.6863,0.641114645,0.284538142
37,0.6864,0.567157169,0.285973685
25,0.6864,0.567456173,0.280151334
31,0.6865,0.488557783,0.284590813
37,0.6865,0.541349385,0.286477061
37,0.6866,0.651057735,0.284356879
31,0.6866,0.517803277,0.284028371
37,0.6866,0.538619959,0.286533646
25,0.6866,0.553949849,0.280420302
19,0.6866,0.587930586,0.276854162
25,0.6866,0.546125978,0.28057177
25,0.687,0.48846798,0.281702991
25,0.687,0.517803277,0.281135067
37,0.687,0.577505036,0.285795818
25,0.687,0.499802472,0.281483558
37,0.687,0.580302075,0.285741668
31,0.6871,0.645104376,0.281582574
37,0.6871,0.517284251,0.286965421
25,0.6872,0.545748386,0.280601545
31,0.6873,0.579079922,0.28286828
25,0.6873,0.550383544,0.280515553
37,0.6873,0.427635194,0.288708493
37,0.6874,0.515144943,0.28701807
49,0.6874,0.405462283,0.294958061
61,0.6874,0.538331951,0.298202299
49,0.6874,0.590239774,0.291380815
25,0.6875,0.678090519,0.278050666
37,0.6875,0.579745888,0.285771156
37,0.6875,0.496143111,0.287389685
37,0.6876,0.645441243,0.284503054
13,0.6876,0.657372813,0.272638938
37,0.6879,0.599032036,0.285412757
25,0.6879,0.569970701,0.280158816
61,0.6879,0.494748362,0.299064787
37,0.688,0.509707592,0.287145801
37,0.688,0.555303016,0.286263085
31,0.688,0.621835053,0.28206676
37,0.6881,0.607088859,0.285264268
25,0.6882,0.453056107,0.282433486
49,0.6882,0.579959532,0.291609791
37,0.6882,0.509152779,0.28716403
49,0.6882,0.564391018,0.291911193
37,0.6882,0.566270636,0.286058242
31,0.6882,0.586828977,0.282751957
37,0.6885,0.555658995,0.286274914
37,0.6885,0.656046692,0.284331433
37,0.6885,0.61406555,0.285144177
49,0.6885,0.510495564,0.292965828
25,0.6885,0.612214086,0.279363459
37,0.6886,0.578795048,0.28583075
25,0.6886,0.601616576,0.279572369
37,0.6887,0.602639771,0.285372866
25,0.6887,0.491013138,0.281717368
49,0.6887,0.621500042,0.290824298
37,0.6887,0.646019985,0.284533036
37,0.6888,0.449813751,0.288335284
19,0.6889,0.56834343,0.27731948
49,0.689,0.563321686,0.291961848
37,0.689,0.481769632,0.287724114
37,0.689,0.408391036,0.289144705
37,0.689,0.562232402,0.286166375
37,0.6891,0.526974826,0.286852697
25,0.6891,0.665747863,0.278349524
37,0.6892,0.547926873,0.286450815
37,0.6892,0.553470856,0.286343485
49,0.6892,0.490588214,0.293377439
31,0.6892,0.67410046,0.281099844
61,0.6892,0.405769413,0.300836071
37,0.6893,0.467503798,0.288011529
37,0.6893,0.603462741,0.285379398
37,0.6893,0.50474343,0.287290579
25,0.6893,0.539407148,0.280802937
61,0.6895,0.494261207,0.299134125
31,0.6895,0.548699309,0.283538812
25,0.6896,0.555686621,0.280499003
37,0.6896,0.545606952,0.286510704
49,0.6896,0.612283666,0.291036422
25,0.6897,0.551694399,0.280580035
37,0.6897,0.620643038,0.285061769
49,0.6897,0.430951208,0.294550717
49,0.6898,0.450287459,0.294180116
61,0.6899,0.563088765,0.297816617
61,0.6899,0.597875476,0.297143155
37,0.6899,0.588910961,0.285683582
61,0.69,0.483669763,0.299357893
49,0.69,0.542338985,0.29240551
49,0.6901,0.566343999,0.291944523
49,0.6901,0.491866058,0.293386397
49,0.6901,0.55704804,0.29212449
19,0.6901,0.606254152,0.276630468
31,0.6902,0.545748386,0.28362215
37,0.6902,0.55147046,0.286419653
61,0.6902,0.441977006,0.300172543
61,0.6903,0.541834147,0.298243078
37,0.6903,0.613812015,0.28521648
13,0.6903,0.631059258,0.273249454
61,0.6904,0.480920366,0.299426097
37,0.6904,0.498872537,0.287445424
61,0.6904,0.408382973,0.300830403
37,0.6905,0.489208124,0.287636269
61,0.6905,0.557231942,0.297952468
37,0.6905,0.463608477,0.288131872
61,0.6907,0.483738794,0.299382766
33,0.6907,0.574228267,0.284058934
49,0.6907,0.439938186,0.294414173
37,0.6907,0.490489288,0.287618954
49,0.6907,0.429643972,0.294613466
37,0.6907,0.485643537,0.287712767
37,0.6907,0.429871659,0.288792496
49,0.6908,0.581818826,0.291671143
61,0.6908,0.499310321,0.299085049
19,0.6908,0.505471081,0.278607812
37,0.6909,0.438906662,0.288625069
37,0.691,0.627387859,0.284979864
49,0.691,0.40878986,0.295028429
49,0.6911,0.510737735,0.293058488
37,0.6911,0.585856327,0.285787649
25,0.6911,0.551067025,0.280644599
55,0.6912,0.533189345,0.295535855
37,0.6912,0.541349385,0.286653036
13,0.6912,0.622732408,0.273444357
37,0.6913,0.588910961,0.285736
31,0.6913,0.475326429,0.285026687
61,0.6913,0.466218092,0.299744427
61,0.6913,0.505575167,0.298982484
61,0.6914,0.423488986,0.300575396
25,0.6914,0.536034087,0.280946865
25,0.6915,0.631010643,0.279111887
49,0.6915,0.47891872,0.293689473
25,0.6915,0.555713999,0.280569611
25,0.6915,0.591495501,0.27987689
49,0.6916,0.584432901,0.291650488
49,0.6916,0.45097968,0.29423411
61,0.6916,0.464393231,0.299790988
37,0.6918,0.624092256,0.28507362
61,0.6918,0.491624351,0.299271289
49,0.6918,0.440699438,0.294440621
49,0.6918,0.531638121,0.292680071
49,0.6918,0.49146324,0.293457846
31,0.6919,0.625492596,0.282141973
37,0.6919,0.545865908,0.286591806
25,0.6919,0.44734936,0.2826825
37,0.6919,0.613569844,0.285281075
61,0.6919,0.516726789,0.298789056
49,0.6919,0.498367102,0.293327933
37,0.692,0.443166689,0.288583782
61,0.6921,0.449192359,0.300103994
37,0.6921,0.533424445,0.286840158
49,0.6922,0.521208071,0.29289697
31,0.6922,0.588294266,0.282873355
61,0.6922,0.548958746,0.298176286
37,0.6922,0.645697419,0.284670326
37,0.6923,0.500096858,0.28749286
61,0.6924,0.475629081,0.299603418
37,0.6924,0.571335167,0.286117449
37,0.6924,0.598865996,0.285584459
49,0.6925,0.493456528,0.293445466
43,0.6925,0.61406555,0.288202224
49,0.6926,0.48023195,0.293705234
49,0.6926,0.52267336,0.292883579
25,0.6926,0.511878901,0.281459434
61,0.6927,0.4120563,0.300845404
25,0.6928,0.546125978,0.280803907
43,0.6929,0.478840371,0.290835127
49,0.6929,0.47698095,0.293779405
43,0.6929,0.650732527,0.287507337
37,0.693,0.515754984,0.287215932
37,0.693,0.602895363,0.285528916
49,0.6931,0.427720654,0.294740561
37,0.6932,0.536981531,0.28681248
49,0.6932,0.448035344,0.294351018
49,0.6932,0.42899076,0.294719716
31,0.6932,0.489149494,0.284830215
49,0.6933,0.548005097,0.292419372
37,0.6933,0.527578465,0.286998265
31,0.6933,0.567650779,0.283314194
61,0.6934,0.527296339,0.298640595
37,0.6934,0.611749601,0.285372477
31,0.6934,0.572092929,0.283231939
31,0.6935,0.534161501,0.283970026
49,0.6935,0.482312523,0.293698652
49,0.6935,0.426325959,0.294782538
37,0.6937,0.620201376,0.285220085
37,0.6937,0.55187696,0.286542829
37,0.6939,0.5670776,0.286256036
25,0.6939,0.518186938,0.281385985
49,0.694,0.493456528,0.293501628
25,0.694,0.597756993,0.279849273
49,0.694,0.441186593,0.294513561
37,0.694,0.573192806,0.286141392
43,0.6941,0.575916265,0.289000691
61,0.6941,0.547084687,0.298283706
49,0.6941,0.526378293,0.292868015
25,0.6942,0.535468145,0.281062658
49,0.6943,0.474352594,0.293882708
49,0.6943,0.500443521,0.293377594
25,0.6943,0.517803277,0.28140839
49,0.6943,0.416046371,0.295011502
49,0.6943,0.576886166,0.291897683
49,0.6944,0.513884026,0.293121133
37,0.6944,0.606636895,0.285508899
49,0.6944,0.557349,0.292279662
61,0.6946,0.483738794,0.299528788
49,0.6946,0.569895093,0.292044261
49,0.6946,0.501053674,0.293377014
61,0.6947,0.465279808,0.299889893
25,0.6947,0.635820228,0.279138587
49,0.6948,0.558285339,0.292276511
49,0.6948,0.447109763,0.294428843
31,0.6948,0.578239581,0.28316536
37,0.6949,0.535202734,0.286910567
25,0.695,0.614142914,0.279569487
37,0.6951,0.526974826,0.287077346
61,0.6951,0.445295019,0.30029177
49,0.6952,0.605117133,0.291384836
25,0.6952,0.535248813,0.281104346
31,0.6953,0.576737266,0.283213165
49,0.6954,0.537261406,0.292705994
37,0.6954,0.624186624,0.285206582
61,0.6955,0.49016797,0.299438018
49,0.6955,0.564644553,0.292179608
37,0.6955,0.566250439,0.286331956
25,0.6955,0.555713999,0.280719377
25,0.6956,0.517803277,0.281457064
49,0.6957,0.483364971,0.293760648
49,0.6958,0.568323377,0.292119619
37,0.6958,0.527578465,0.287091869
37,0.6959,0.505101744,0.287530756
37,0.6959,0.577625349,0.286126717
31,0.696,0.546883315,0.283817339
49,0.696,0.433676941,0.294733829
61,0.6961,0.408854819,0.301034685
49,0.6962,0.500319545,0.293451133
37,0.6962,0.538619959,0.286893085
49,0.6962,0.402753212,0.295339993
37,0.6963,0.54530843,0.286767342
37,0.6964,0.61406555,0.285439965
49,0.6965,0.479793946,0.293859736
37,0.6966,0.60531157,0.285616928
61,0.6966,0.457075644,0.300119863
37,0.6966,0.527475953,0.287123806
37,0.6966,0.448101226,0.288660481
31,0.6966,0.545817418,0.283860439
37,0.6966,0.447916642,0.288664055
61,0.6967,0.457075644,0.300123607
61,0.6967,0.474284825,0.299790441
43,0.6967,0.55227803,0.289555669
49,0.6967,0.488187078,0.293704735
37,0.6967,0.575713166,0.28619369
25,0.6969,0.545643346,0.280966761
37,0.697,0.588910961,0.285949416
49,0.697,0.547876546,0.292560394
37,0.6971,0.613812015,0.285471082
37,0.6972,0.431136563,0.289011378
